,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,source_file
1887,edge_lig_30805-1_lig_27572-1_run1_water,67.06,0.14,0.15,67.13,0.11,0.11,80,80,05fs
1910,edge_lig_30807-1_lig_27572-1_run1_protein,20.07,0.28,0.29,20.05,0.28,0.15,80,77,05fs
1911,edge_lig_30807-1_lig_27572-1_run1_water,16.56,0.37,0.33,15.68,0.17,0.12,80,80,05fs
186,edge_lig_10634-1_lig_9758-1_run1_protein,24.38,0.28,0.24,24.13,0.25,0.37,80,80,default
187,edge_lig_10634-1_lig_9758-1_run1_water,26.85,0.12,0.14,26.91,0.16,0.15,80,80,default
2202,edge_lig_17305-2_lig_9758-1_run1_protein,-19.5,0.34,0.3,-20.1,0.31,0.41,80,79,default
2203,edge_lig_17305-2_lig_9758-1_run1_water,-18.64,0.16,0.16,-18.68,0.16,0.18,79,80,default
3756,edge_lig_8401-1_lig_9758-1_run1_protein,2.04,0.43,0.38,1.81,0.58,0.64,80,80,05fs
3757,edge_lig_8401-1_lig_9758-1_run1_water,-0.55,0.34,0.37,-0.77,0.43,0.34,80,80,05fs
1352,edge_lig_27557-1_lig_10690-1_run1_protein,-52.54,0.52,0.42,-52.11,0.55,1.5,80,80,05fs
1353,edge_lig_27557-1_lig_10690-1_run1_water,-55.25,0.27,0.28,-54.92,0.31,0.36,80,80,05fs
3846,edge_lig_9747-1_lig_10690-1_run1_protein,-10.59,0.15,0.13,-10.53,0.13,0.14,80,80,05fs
3847,edge_lig_9747-1_lig_10690-1_run1_water,-11.28,0.08,0.07,-11.29,0.09,0.11,80,80,05fs
2828,edge_lig_40273-1_lig_10690-1_run1_protein,-68.42,0.45,0.37,-68.73,0.41,0.5,80,80,05fs
2829,edge_lig_40273-1_lig_10690-1_run1_water,-69.51,0.12,0.09,-69.6,0.11,0.13,80,80,05fs
2568,edge_lig_37247-2_lig_10689-1_run1_protein,-38.37,0.3,0.39,-39.32,0.48,0.3,80,80,05fs
2569,edge_lig_37247-2_lig_10689-1_run1_water,-39.19,0.41,0.44,-40.15,0.13,0.1,80,80,05fs
592,edge_lig_11471-1_lig_2753-1_run1_protein,-35.75,1.27,1.41,-31.79,0.83,724.21,80,61,default
593,edge_lig_11471-1_lig_2753-1_run1_water,-31.81,0.28,0.23,-31.93,0.24,0.22,70,27,default
558,edge_lig_11366-1_lig_34746-1_run1_protein,136.68,0.38,0.3,136.73,0.57,0.66,80,78,default
559,edge_lig_11366-1_lig_34746-1_run1_water,137.74,0.14,0.13,137.72,0.13,0.14,80,58,default
2176,edge_lig_17305-1_lig_8465-1_run1_protein,-24.63,0.62,0.54,-24.11,0.35,4.02,80,79,default
2177,edge_lig_17305-1_lig_8465-1_run1_water,-24.37,0.15,0.19,-24.3,0.17,0.17,77,80,default
3766,edge_lig_8423-1_lig_34827-1_run1_protein,0.46,0.34,0.27,1.06,0.42,0.41,80,80,05fs
3767,edge_lig_8423-1_lig_34827-1_run1_water,1.14,0.2,0.19,1.17,0.15,0.22,80,80,05fs
192,edge_lig_10683-1_lig_43689-1_run1_protein,-108.43,0.35,0.36,-107.61,0.35,0.69,80,80,default
193,edge_lig_10683-1_lig_43689-1_run1_water,-104.96,0.21,0.22,-105.1,0.27,0.27,80,80,default
2704,edge_lig_38553-1_lig_43689-1_run1_protein,-13.43,0.67,0.62,-9.08,0.53,37.52,80,80,05fs
2705,edge_lig_38553-1_lig_43689-1_run1_water,-10.47,0.37,0.34,-9.96,0.47,0.39,80,80,05fs
2598,edge_lig_37443-2_lig_43689-1_run1_protein,-64.07,0.77,0.78,-65.13,1.62,1.09,80,80,05fs
2599,edge_lig_37443-2_lig_43689-1_run1_water,-61.59,0.61,0.55,-60.72,0.49,1.34,80,80,05fs
1538,edge_lig_27618-1_lig_43689-1_run1_protein,-40.72,0.8,1.03,-38.6,0.56,61.78,80,80,05fs
1539,edge_lig_27618-1_lig_43689-1_run1_water,-32.63,0.43,0.49,-33.76,0.77,0.63,80,80,05fs
3272,edge_lig_43689-1_lig_26725-1_run1_protein,-27.75,0.91,0.72,-29.79,0.89,37.62,80,80,05fs
3273,edge_lig_43689-1_lig_26725-1_run1_water,-32.66,0.44,0.36,-33.76,0.31,0.91,80,80,05fs
1306,edge_lig_2739-1_lig_17266-1_run1_protein,10.12,0.52,0.53,11.12,0.85,0.43,80,80,05fs
1307,edge_lig_2739-1_lig_17266-1_run1_water,4.74,0.44,0.44,5.25,0.42,0.19,80,78,05fs
194,edge_lig_10684-1_lig_11347-1_run1_protein,165.04,0.43,0.38,165.61,0.59,1.26,80,80,default
195,edge_lig_10684-1_lig_11347-1_run1_water,167.93,0.12,0.12,167.92,0.14,0.17,80,80,default
200,edge_lig_10684-1_lig_38552-1_run1_protein,119.22,0.83,0.73,116.53,0.35,119.1,80,80,default
201,edge_lig_10684-1_lig_38552-1_run1_water,119.81,0.31,0.3,119.74,0.41,0.31,80,80,default
1532,edge_lig_27618-1_lig_10684-1_run1_protein,-84.05,0.62,0.84,-84.77,0.25,12.58,80,80,05fs
1533,edge_lig_27618-1_lig_10684-1_run1_water,-83.19,0.38,0.34,-83.3,0.76,0.63,80,80,05fs
2874,edge_lig_40743-1_lig_10684-1_run1_protein,-57.26,0.89,0.77,-59.53,0.75,371.79,80,80,05fs
2875,edge_lig_40743-1_lig_10684-1_run1_water,-62.6,0.32,0.29,-63.06,0.39,0.45,80,80,05fs
3716,edge_lig_8215-1_lig_10684-1_run1_protein,-80.01,0.63,0.55,-77.99,0.32,7.94,66,80,05fs
3717,edge_lig_8215-1_lig_10684-1_run1_water,-77.27,0.45,0.37,-77.76,0.57,0.53,80,80,05fs
1508,edge_lig_15410-1_lig_30931-1_run1_protein,72.11,0.83,1.22,68.74,0.87,47.68,80,79,default
1509,edge_lig_15410-1_lig_30931-1_run1_water,65.62,0.29,0.25,66.14,0.3,0.42,80,80,default
3298,edge_lig_44102-1_lig_19291-1_run1_protein,-35.31,0.15,0.15,-35.41,0.12,0.16,80,80,05fs
3299,edge_lig_44102-1_lig_19291-1_run1_water,-35.11,0.1,0.1,-35.12,0.12,0.1,80,80,05fs
2806,edge_lig_19291-1_lig_27560-2_run1_protein,7.86,0.6,0.57,8.13,0.68,3.28,78,74,default
2807,edge_lig_19291-1_lig_27560-2_run1_water,6.37,0.42,0.51,6.39,0.45,0.65,79,49,default
2800,edge_lig_19291-1_lig_17694-1_run1_protein,-8.22,0.37,0.39,-8.44,0.52,0.44,80,80,default
2801,edge_lig_19291-1_lig_17694-1_run1_water,-7.31,0.35,0.41,-7.77,0.69,0.48,73,76,default
646,edge_lig_19291-1_lig_20697-1_run1_protein,39.88,0.28,0.28,38.48,0.37,0.2,80,80,05fs
647,edge_lig_19291-1_lig_20697-1_run1_water,35.86,0.34,0.33,35.54,0.23,0.14,80,80,05fs
1646,edge_lig_15551-1_lig_19291-1_run1_protein,-3.84,0.27,0.28,-3.44,0.36,0.28,77,27,default
1647,edge_lig_15551-1_lig_19291-1_run1_water,-2.88,0.23,0.25,-3.0,0.27,0.26,80,54,default
1168,edge_lig_14587-1_lig_19291-1_run1_protein,-26.46,0.78,0.9,-25.64,1.06,3.15,80,76,default
1169,edge_lig_14587-1_lig_19291-1_run1_water,-27.17,0.18,0.16,-27.06,0.21,0.18,73,80,default
190,edge_lig_10683-1_lig_34746-1_run1_protein,-59.81,0.52,0.52,-60.67,0.61,0.74,80,80,default
191,edge_lig_10683-1_lig_34746-1_run1_water,-54.05,0.25,0.19,-53.85,0.26,0.31,80,80,default
1094,edge_lig_25252-1_lig_10683-1_run1_protein,80.05,0.84,0.62,78.22,0.9,7.76,80,80,05fs
1095,edge_lig_25252-1_lig_10683-1_run1_water,77.27,0.31,0.25,76.97,0.45,0.45,80,80,05fs
3770,edge_lig_8423-1_lig_43683-1_run1_protein,-48.99,0.81,0.76,-49.12,0.68,0.26,78,80,05fs
3771,edge_lig_8423-1_lig_43683-1_run1_water,-51.0,0.36,0.31,-49.84,0.3,0.18,75,80,05fs
3762,edge_lig_8423-1_lig_30805-2_run1_protein,14.27,0.48,0.41,14.2,0.47,1.26,80,80,05fs
3763,edge_lig_8423-1_lig_30805-2_run1_water,16.14,0.14,0.15,16.05,0.17,0.17,80,80,05fs
3768,edge_lig_8423-1_lig_43638-1_run1_protein,16.27,0.48,0.45,15.66,0.34,0.83,50,80,05fs
3769,edge_lig_8423-1_lig_43638-1_run1_water,15.47,0.14,0.12,15.5,0.15,0.16,80,80,05fs
2200,edge_lig_17305-2_lig_8423-1_run1_protein,-25.25,0.27,0.25,-25.59,0.24,0.19,79,78,default
2201,edge_lig_17305-2_lig_8423-1_run1_water,-25.28,0.3,0.27,-25.22,0.26,0.35,73,80,default
3760,edge_lig_8423-1_lig_27567-1_run1_protein,63.78,0.56,0.67,63.23,0.52,1.44,80,80,05fs
3761,edge_lig_8423-1_lig_27567-1_run1_water,64.26,0.36,0.38,64.16,0.46,0.45,80,80,05fs
3612,edge_lig_7103-2_lig_2764-2_run1_protein,-46.68,0.24,0.28,-46.14,0.48,0.39,80,80,05fs
3613,edge_lig_7103-2_lig_2764-2_run1_water,-47.93,0.2,0.18,-47.93,0.13,0.25,80,80,05fs
3610,edge_lig_7103-2_lig_2754-2_run1_protein,-18.91,1.08,1.09,-19.33,0.46,0.21,80,80,05fs
3611,edge_lig_7103-2_lig_2754-2_run1_water,-17.53,0.18,0.19,-17.37,0.16,0.11,80,80,05fs
1642,edge_lig_29260-1_lig_7103-2_run1_protein,-68.79,0.5,0.47,-68.59,0.5,0.87,80,80,05fs
1643,edge_lig_29260-1_lig_7103-2_run1_water,-64.91,0.18,0.14,-65.12,0.17,0.17,80,80,05fs
964,edge_lig_23802-2_lig_7106-2_run1_protein,-41.37,0.6,0.5,-39.69,0.52,2.88,80,80,05fs
965,edge_lig_23802-2_lig_7106-2_run1_water,-39.3,0.24,0.2,-39.35,0.24,0.31,80,80,05fs
2816,edge_lig_19291-2_lig_44102-1_run1_protein,29.01,0.19,0.2,29.04,0.26,0.23,80,80,default
2817,edge_lig_19291-2_lig_44102-1_run1_water,29.58,0.2,0.23,29.52,0.24,0.25,80,78,default
2818,edge_lig_19291-2_lig_44102-2_run1_protein,21.22,0.1,0.09,21.18,0.12,0.11,80,79,default
2819,edge_lig_19291-2_lig_44102-2_run1_water,20.31,0.1,0.1,20.46,0.1,0.09,80,78,default
2808,edge_lig_19291-2_lig_11669-2_run1_protein,-15.47,0.45,0.6,-15.53,0.47,1.22,80,80,default
2809,edge_lig_19291-2_lig_11669-2_run1_water,-17.28,0.16,0.15,-17.33,0.17,0.17,80,80,default
1594,edge_lig_15539-1_lig_21308-1_run1_protein,27.79,0.34,0.3,28.03,0.38,0.34,80,80,default
1595,edge_lig_15539-1_lig_21308-1_run1_water,29.31,0.09,0.1,29.23,0.09,0.09,79,80,default
1590,edge_lig_15539-1_lig_11372-1_run1_protein,125.9,0.33,0.43,125.99,0.53,0.39,80,80,default
1591,edge_lig_15539-1_lig_11372-1_run1_water,127.41,0.14,0.15,127.67,0.14,0.13,76,80,default
1602,edge_lig_15539-1_lig_35651-1_run1_protein,7.43,0.55,0.5,8.31,0.49,0.84,80,80,default
1603,edge_lig_15539-1_lig_35651-1_run1_water,10.17,0.33,0.29,10.1,0.24,0.41,79,71,default
1606,edge_lig_15539-1_lig_43638-1_run1_protein,14.61,0.31,0.33,14.07,0.32,0.39,80,79,default
1607,edge_lig_15539-1_lig_43638-1_run1_water,18.56,0.12,0.1,18.5,0.11,0.11,79,64,default
1870,edge_lig_30781-1_lig_15539-1_run1_protein,76.45,0.31,0.26,76.36,0.32,0.34,80,80,05fs
1871,edge_lig_30781-1_lig_15539-1_run1_water,74.5,0.14,0.15,74.72,0.14,0.13,80,80,05fs
1612,edge_lig_15539-1_lig_8432-1_run1_protein,-1.26,0.39,0.38,-1.58,0.43,0.37,77,74,default
1613,edge_lig_15539-1_lig_8432-1_run1_water,1.87,0.27,0.28,1.39,0.16,0.11,69,63,default
1600,edge_lig_15539-1_lig_2753-1_run1_protein,8.25,0.68,0.58,9.73,0.7,2.37,79,80,default
1601,edge_lig_15539-1_lig_2753-1_run1_water,13.86,0.15,0.14,13.84,0.12,0.11,77,74,default
596,edge_lig_11471-4_lig_2739-1_run1_protein,-7.73,0.74,0.62,-7.25,0.85,0.5,47,22,default
597,edge_lig_11471-4_lig_2739-1_run1_water,-10.72,0.42,0.48,-10.74,0.59,0.43,36,29,default
1360,edge_lig_27557-1_lig_42640-1_run1_protein,-79.12,0.46,0.54,-77.39,0.41,0.59,80,80,05fs
1361,edge_lig_27557-1_lig_42640-1_run1_water,-78.29,0.22,0.22,-78.37,0.27,0.23,80,80,05fs
1364,edge_lig_27557-1_lig_8336-1_run1_protein,-45.99,0.59,0.52,-47.55,0.55,4.56,80,80,05fs
1365,edge_lig_27557-1_lig_8336-1_run1_water,-47.35,0.33,0.34,-47.38,0.4,0.41,80,80,05fs
1358,edge_lig_27557-1_lig_29668-1_run1_protein,-20.31,0.56,0.69,-19.21,0.76,2.56,80,80,05fs
1359,edge_lig_27557-1_lig_29668-1_run1_water,-17.91,0.23,0.22,-17.79,0.2,0.21,80,80,05fs
1934,edge_lig_30813-1_lig_43683-1_run1_protein,-70.14,0.58,0.49,-72.28,1.06,0.71,80,80,05fs
1935,edge_lig_30813-1_lig_43683-1_run1_water,-72.29,0.15,0.18,-72.13,0.23,0.16,80,80,05fs
3268,edge_lig_43683-1_lig_13799-1_run1_protein,55.55,0.63,0.9,56.34,0.89,2.01,80,80,05fs
3269,edge_lig_43683-1_lig_13799-1_run1_water,55.77,0.31,0.26,56.07,0.35,0.34,80,80,05fs
2564,edge_lig_37247-1_lig_42640-1_run1_protein,-66.63,0.32,0.33,-66.64,0.23,1.05,80,80,05fs
2565,edge_lig_37247-1_lig_42640-1_run1_water,-68.12,0.15,0.15,-68.36,0.25,0.16,80,80,05fs
3406,edge_lig_21308-1_lig_2739-2_run1_protein,-20.55,0.34,0.38,-20.65,0.56,0.46,80,80,default
3407,edge_lig_21308-1_lig_2739-2_run1_water,-20.0,0.14,0.1,-20.11,0.12,0.15,80,80,default
3400,edge_lig_21308-1_lig_17305-1_run1_protein,-3.31,0.56,0.54,-3.86,0.78,3.51,80,80,default
3401,edge_lig_21308-1_lig_17305-1_run1_water,1.88,0.15,0.16,1.92,0.2,0.17,80,72,default
3404,edge_lig_21308-1_lig_26725-1_run1_protein,-82.15,0.79,1.03,-82.5,0.64,2.04,80,80,default
3405,edge_lig_21308-1_lig_26725-1_run1_water,-80.28,0.34,0.32,-81.62,0.52,0.64,80,80,default
532,edge_lig_11347-1_lig_34746-1_run1_protein,-60.76,0.48,0.44,-60.77,0.62,1.47,80,80,default
533,edge_lig_11347-1_lig_34746-1_run1_water,-62.09,0.12,0.12,-62.06,0.13,0.16,79,80,default
3546,edge_lig_5719-1_lig_11347-1_run1_protein,50.14,0.45,0.46,50.34,0.64,1.52,80,80,05fs
3547,edge_lig_5719-1_lig_11347-1_run1_water,47.71,0.12,0.08,47.71,0.1,0.11,80,80,05fs
528,edge_lig_11347-1_lig_2714-1_run1_protein,-76.74,0.58,0.58,-76.53,0.56,1.47,80,80,default
529,edge_lig_11347-1_lig_2714-1_run1_water,-78.05,0.17,0.17,-78.11,0.17,0.19,80,80,default
2342,edge_lig_35648-1_lig_11347-1_run1_protein,37.37,0.88,0.7,37.52,0.43,5.48,32,80,05fs
2343,edge_lig_35648-1_lig_11347-1_run1_water,40.11,0.3,0.29,40.1,0.4,0.33,80,80,05fs
536,edge_lig_11347-1_lig_36898-1_run1_protein,-55.34,0.76,0.91,-55.43,0.27,313.75,80,80,default
537,edge_lig_11347-1_lig_36898-1_run1_water,-59.74,0.4,0.37,-59.37,0.6,0.56,80,80,default
3348,edge_lig_44523-2_lig_7112-2_run1_protein,160.03,0.24,0.26,159.81,0.27,0.35,80,80,05fs
3349,edge_lig_44523-2_lig_7112-2_run1_water,159.26,0.09,0.07,159.25,0.07,0.11,80,80,05fs
2840,edge_lig_19383-2_lig_7112-2_run1_protein,26.75,0.22,0.2,27.26,0.3,0.36,80,80,default
2841,edge_lig_19383-2_lig_7112-2_run1_water,26.4,0.1,0.11,26.39,0.12,0.12,80,80,default
3626,edge_lig_7112-2_lig_44391-2_run1_protein,-43.6,0.69,0.77,-42.67,0.85,7.73,80,80,05fs
3627,edge_lig_7112-2_lig_44391-2_run1_water,-39.7,0.38,0.31,-39.67,0.46,0.56,80,80,05fs
56,edge_lig_10634-1_lig_8384-1_run1_protein,11.42,0.45,0.55,11.02,0.63,0.36,80,80,05fs
57,edge_lig_10634-1_lig_8384-1_run1_water,11.69,0.25,0.22,11.28,0.45,0.21,80,80,05fs
3730,edge_lig_8384-1_lig_17305-1_run1_protein,25.73,0.49,0.55,24.82,0.71,1.89,80,80,05fs
3731,edge_lig_8384-1_lig_17305-1_run1_water,25.33,0.14,0.13,25.38,0.11,0.14,80,80,05fs
2206,edge_lig_34827-2_lig_2764-2_run1_protein,-11.06,0.72,0.59,-11.01,0.44,10.2,80,80,05fs
2207,edge_lig_34827-2_lig_2764-2_run1_water,-9.97,0.31,0.22,-9.92,0.2,0.25,80,80,05fs
716,edge_lig_20720-4_lig_27557-2_run1_protein,10.28,0.45,0.44,11.28,0.79,0.36,80,79,05fs
717,edge_lig_20720-4_lig_27557-2_run1_water,13.99,0.29,0.34,12.77,0.36,0.23,80,76,05fs
1366,edge_lig_27557-2_lig_14903-1_run1_protein,17.68,0.65,0.77,17.11,0.74,1.46,80,80,05fs
1367,edge_lig_27557-2_lig_14903-1_run1_water,16.37,0.39,0.31,16.28,0.35,0.37,80,80,05fs
2070,edge_lig_3283-1_lig_27557-2_run1_protein,70.64,0.86,0.94,68.9,0.63,44.14,80,80,05fs
2071,edge_lig_3283-1_lig_27557-2_run1_water,72.42,0.24,0.27,72.41,0.34,0.27,80,80,05fs
2352,edge_lig_35651-1_lig_30813-1_run1_protein,15.25,0.66,0.76,13.75,0.52,6.69,80,80,05fs
2353,edge_lig_35651-1_lig_30813-1_run1_water,19.24,0.16,0.16,19.26,0.15,0.15,80,80,05fs
2012,edge_lig_3216-1_lig_30813-1_run1_protein,-54.65,0.68,0.59,-54.26,0.73,2.03,80,80,05fs
2013,edge_lig_3216-1_lig_30813-1_run1_water,-51.12,0.16,0.17,-51.46,0.19,0.13,80,80,05fs
1204,edge_lig_14594-1_lig_30813-1_run1_protein,-17.84,0.89,0.9,-19.41,1.36,18.15,80,80,default
1205,edge_lig_14594-1_lig_30813-1_run1_water,-16.52,0.14,0.17,-16.57,0.26,0.19,64,76,default
1932,edge_lig_30813-1_lig_42850-1_run1_protein,3.44,0.53,0.56,4.91,0.91,0.69,80,80,05fs
1933,edge_lig_30813-1_lig_42850-1_run1_water,1.71,0.24,0.22,1.77,0.29,0.23,80,80,05fs
1894,edge_lig_30805-1_lig_9757-1_run1_protein,-0.09,0.25,0.23,-0.21,0.32,0.28,80,80,05fs
1895,edge_lig_30805-1_lig_9757-1_run1_water,1.25,0.14,0.12,1.22,0.1,0.17,80,80,05fs
1342,edge_lig_2753-1_lig_9757-1_run1_protein,5.45,0.41,0.43,4.14,0.32,4.91,80,80,05fs
1343,edge_lig_2753-1_lig_9757-1_run1_water,0.27,0.15,0.13,0.3,0.15,0.14,80,80,05fs
3132,edge_lig_42640-1_lig_44102-1_run1_protein,63.84,0.18,0.18,64.05,0.23,0.22,80,80,05fs
3133,edge_lig_42640-1_lig_44102-1_run1_water,65.08,0.16,0.13,65.27,0.17,0.13,80,80,05fs
616,edge_lig_18872-1_lig_44102-1_run1_protein,-49.97,0.32,0.29,-50.84,0.23,0.16,79,80,05fs
617,edge_lig_18872-1_lig_44102-1_run1_water,-43.06,0.16,0.18,-43.12,0.21,0.27,80,80,05fs
1640,edge_lig_29260-1_lig_44102-1_run1_protein,-56.7,0.33,0.27,-56.93,0.42,0.42,80,80,05fs
1641,edge_lig_29260-1_lig_44102-1_run1_water,-52.61,0.18,0.19,-52.51,0.15,0.11,80,80,05fs
1892,edge_lig_30805-1_lig_44102-4_run1_protein,39.48,0.21,0.18,39.88,0.26,0.17,80,80,05fs
1893,edge_lig_30805-1_lig_44102-4_run1_water,40.81,0.21,0.18,40.21,0.13,0.09,80,80,05fs
546,edge_lig_17957-1_lig_44102-4_run1_protein,4.58,0.41,0.45,5.35,0.44,0.19,70,80,05fs
547,edge_lig_17957-1_lig_44102-4_run1_water,10.19,0.24,0.24,10.78,0.17,0.11,79,80,05fs
1298,edge_lig_2726-1_lig_44102-2_run1_protein,7.66,0.23,0.23,7.43,0.21,0.31,50,80,05fs
1299,edge_lig_2726-1_lig_44102-2_run1_water,6.94,0.09,0.11,6.96,0.09,0.07,80,80,05fs
606,edge_lig_11669-2_lig_2726-1_run1_protein,26.62,0.51,0.46,26.38,0.42,1.76,80,80,default
607,edge_lig_11669-2_lig_2726-1_run1_water,29.11,0.15,0.19,29.31,0.2,0.2,80,80,default
3422,edge_lig_45217-1_lig_2714-1_run1_protein,-0.54,0.27,0.23,-0.7,0.29,0.27,80,80,05fs
3423,edge_lig_45217-1_lig_2714-1_run1_water,-0.2,0.11,0.09,-0.24,0.1,0.12,80,80,05fs
3290,edge_lig_43882-1_lig_17290-1_run1_protein,35.97,1.04,1.89,34.74,1.3,0.7,80,80,05fs
3291,edge_lig_43882-1_lig_17290-1_run1_water,43.13,0.54,0.81,41.75,2.7,0.62,80,80,05fs
1786,edge_lig_29891-1_lig_18872-2_run1_protein,65.05,0.69,0.66,64.19,0.76,2.86,80,80,05fs
1787,edge_lig_29891-1_lig_18872-2_run1_water,63.47,0.35,0.36,63.73,0.36,0.47,80,80,05fs
574,edge_lig_11372-1_lig_34746-1_run1_protein,-101.29,0.44,0.39,-100.19,0.63,0.49,80,80,default
575,edge_lig_11372-1_lig_34746-1_run1_water,-97.75,0.12,0.12,-97.81,0.14,0.12,80,78,default
580,edge_lig_11372-1_lig_38555-1_run1_protein,-117.03,0.61,0.5,-117.65,0.7,0.67,80,80,default
581,edge_lig_11372-1_lig_38555-1_run1_water,-115.5,0.37,0.36,-116.75,0.46,0.45,80,80,default
576,edge_lig_11372-1_lig_35647-1_run1_protein,-104.66,0.57,0.62,-104.23,0.56,2.21,80,80,default
577,edge_lig_11372-1_lig_35647-1_run1_water,-105.55,0.34,0.27,-104.78,0.39,0.63,80,80,default
572,edge_lig_11372-1_lig_27567-1_run1_protein,-64.57,0.99,0.66,-63.92,0.83,0.65,65,80,default
573,edge_lig_11372-1_lig_27567-1_run1_water,-61.49,0.2,0.22,-61.71,0.24,0.2,69,78,default
578,edge_lig_11372-1_lig_36898-1_run1_protein,-99.75,0.93,0.78,-99.69,0.45,27.22,80,80,default
579,edge_lig_11372-1_lig_36898-1_run1_water,-96.18,0.57,0.49,-96.51,0.54,1.44,80,80,default
3016,edge_lig_20720-2_lig_23487-1_run1_protein,-123.38,1.13,0.99,-122.59,0.96,1.08,18,52,default
3017,edge_lig_20720-2_lig_23487-1_run1_water,-121.43,0.26,0.29,-122.55,0.24,0.18,55,66,default
3128,edge_lig_42640-1_lig_30815-2_run1_protein,62.83,0.35,0.36,62.69,0.31,0.5,80,80,05fs
3129,edge_lig_42640-1_lig_30815-2_run1_water,63.65,0.17,0.21,63.63,0.13,0.11,80,80,05fs
1890,edge_lig_30805-1_lig_42640-1_run1_protein,-17.7,1.02,0.9,-17.14,0.37,0.21,34,80,05fs
1891,edge_lig_30805-1_lig_42640-1_run1_water,-16.11,0.31,0.33,-15.76,0.17,0.12,58,80,05fs
1316,edge_lig_2748-1_lig_42640-1_run1_protein,5.55,0.23,0.21,5.78,0.28,0.22,80,80,05fs
1317,edge_lig_2748-1_lig_42640-1_run1_water,4.93,0.15,0.17,4.4,0.14,0.1,80,80,05fs
3634,edge_lig_7127-1_lig_27561-2_run1_protein,47.98,0.41,0.43,48.23,0.49,0.77,80,80,05fs
3635,edge_lig_7127-1_lig_27561-2_run1_water,47.25,0.13,0.12,47.2,0.12,0.13,80,80,05fs
3630,edge_lig_7127-1_lig_17928-4_run1_protein,-5.29,0.47,0.54,-4.33,0.23,1.88,80,80,05fs
3631,edge_lig_7127-1_lig_17928-4_run1_water,-6.77,0.33,0.29,-6.8,0.15,0.59,80,80,05fs
3632,edge_lig_7127-1_lig_18175-1_run1_protein,6.29,0.44,0.43,6.66,0.35,1.0,80,80,05fs
3633,edge_lig_7127-1_lig_18175-1_run1_water,7.92,0.22,0.2,8.02,0.14,0.39,80,80,05fs
3558,edge_lig_5719-1_lig_44102-2_run1_protein,6.11,0.08,0.09,5.76,0.08,0.08,80,80,05fs
3559,edge_lig_5719-1_lig_44102-2_run1_water,5.46,0.07,0.08,5.46,0.1,0.09,80,80,05fs
2032,edge_lig_3241-1_lig_44102-2_run1_protein,26.27,0.16,0.14,26.25,0.15,0.15,80,80,05fs
2033,edge_lig_3241-1_lig_44102-2_run1_water,26.22,0.19,0.18,26.13,0.2,0.24,80,80,05fs
2628,edge_lig_18872-1_lig_34746-1_run1_protein,-74.11,0.42,0.43,-73.74,0.44,0.38,78,78,default
2629,edge_lig_18872-1_lig_34746-1_run1_water,-69.87,0.28,0.32,-69.48,0.17,0.12,66,50,default
1384,edge_lig_27561-1_lig_34746-1_run1_protein,-49.82,0.38,0.32,-49.5,0.32,0.47,80,80,05fs
1385,edge_lig_27561-1_lig_34746-1_run1_water,-50.53,0.14,0.11,-50.55,0.14,0.13,80,80,05fs
3726,edge_lig_8336-1_lig_8432-1_run1_protein,-19.66,0.39,0.31,-19.27,0.39,0.35,80,80,05fs
3727,edge_lig_8336-1_lig_8432-1_run1_water,-19.21,0.29,0.27,-19.4,0.22,0.38,80,80,05fs
120,edge_lig_11669-2_lig_17305-1_run1_protein,18.38,0.27,0.26,18.86,0.26,0.2,80,80,05fs
121,edge_lig_11669-2_lig_17305-1_run1_water,17.5,0.19,0.24,17.84,0.26,0.17,80,80,05fs
1914,edge_lig_30807-2_lig_11669-2_run1_protein,-38.3,0.51,0.48,-38.68,0.85,0.67,80,80,05fs
1915,edge_lig_30807-2_lig_11669-2_run1_water,-40.09,0.12,0.11,-40.13,0.14,0.11,80,80,05fs
266,edge_lig_14594-1_lig_18872-1_run1_protein,50.97,0.51,0.59,51.08,0.47,0.2,80,80,05fs
267,edge_lig_14594-1_lig_18872-1_run1_water,48.66,0.37,0.53,48.2,0.26,0.16,74,78,05fs
2626,edge_lig_18872-1_lig_27567-1_run1_protein,-33.43,0.35,0.25,-34.4,0.36,0.61,80,80,default
2627,edge_lig_18872-1_lig_27567-1_run1_water,-32.62,0.2,0.19,-32.59,0.21,0.21,80,79,default
2830,edge_lig_40273-1_lig_18872-1_run1_protein,27.02,0.36,0.31,27.74,0.37,0.28,80,80,05fs
2831,edge_lig_40273-1_lig_18872-1_run1_water,19.51,0.38,0.41,18.59,0.28,0.15,80,78,05fs
566,edge_lig_11366-2_lig_2714-1_run1_protein,127.08,0.74,0.58,126.57,0.36,2.71,80,35,default
567,edge_lig_11366-2_lig_2714-1_run1_water,122.94,0.21,0.24,123.18,0.29,0.2,79,55,default
568,edge_lig_11366-2_lig_35647-1_run1_protein,133.89,0.76,0.88,132.23,0.48,20.1,80,80,default
569,edge_lig_11366-2_lig_35647-1_run1_water,131.16,0.33,0.32,130.95,0.22,0.44,80,80,default
1534,edge_lig_27618-1_lig_11366-2_run1_protein,-119.23,0.72,1.46,-121.55,0.57,15.02,80,80,05fs
1535,edge_lig_27618-1_lig_11366-2_run1_water,-119.66,0.44,0.47,-120.8,0.82,0.57,80,80,05fs
