,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,BAR_conv,BAR_conv_abs,BAR_conv_bootstrip,source
670,edge_lig_29059-4_lig_10597-1_run3_protein,7.37,0.44,0.49,6.06,0.49,0.49,79,80,0.02,0.02,0.24,default
671,edge_lig_29059-4_lig_10597-1_run3_water,3.79,0.18,0.17,3.82,0.22,0.19,76,78,-0.07,0.07,0.11,default
528,edge_lig_23270-1_lig_10597-1_run1_protein,-56.67,0.22,0.2,-56.76,0.16,0.35,80,80,0.69,0.69,0.07,default
529,edge_lig_23270-1_lig_10597-1_run1_water,-56.68,0.12,0.14,-56.84,0.13,0.13,78,79,-0.07,0.07,0.08,default
530,edge_lig_23270-1_lig_10597-1_run2_protein,-57.48,0.2,0.21,-57.33,0.24,0.29,80,80,0.3,0.3,0.18,default
531,edge_lig_23270-1_lig_10597-1_run2_water,-56.41,0.13,0.16,-56.59,0.17,0.14,76,80,-0.17,0.17,0.08,default
532,edge_lig_23270-1_lig_10597-1_run3_protein,-57.97,0.17,0.16,-58.0,0.2,0.21,80,80,0.09,0.09,0.14,default
533,edge_lig_23270-1_lig_10597-1_run3_water,-57.04,0.13,0.15,-57.07,0.09,0.1,80,80,0.01,0.01,0.07,default
456,edge_lig_2114-1_lig_10597-1_run1_protein,9.97,0.38,0.29,9.67,0.48,0.48,80,80,0.01,0.01,0.35,default
457,edge_lig_2114-1_lig_10597-1_run1_water,7.2,0.25,0.22,7.82,0.31,0.21,80,75,-0.35,0.35,0.10,default
458,edge_lig_2114-1_lig_10597-1_run2_protein,10.24,0.46,0.28,9.88,0.33,0.71,80,80,0.73,0.73,0.09,default
459,edge_lig_2114-1_lig_10597-1_run2_water,7.47,0.24,0.21,7.5,0.21,0.17,80,76,-0.22,0.22,0.09,default
460,edge_lig_2114-1_lig_10597-1_run3_protein,9.17,0.37,0.38,8.35,0.51,0.53,80,80,0.19,0.19,0.28,default
461,edge_lig_2114-1_lig_10597-1_run3_water,6.98,0.25,0.26,7.04,0.28,0.22,78,78,-0.23,0.23,0.10,default
630,edge_lig_28964-2_lig_10597-1_run1_protein,-9.59,0.18,0.17,-9.7,0.15,0.3,80,80,0.57,0.57,0.14,default
631,edge_lig_28964-2_lig_10597-1_run1_water,-11.55,0.18,0.18,-11.1,0.08,0.08,74,79,-0.13,0.13,0.05,default
632,edge_lig_28964-2_lig_10597-1_run2_protein,-12.11,0.11,0.13,-12.22,0.11,0.1,80,80,-0.13,0.13,0.06,default
633,edge_lig_28964-2_lig_10597-1_run2_water,-11.42,0.11,0.16,-11.1,0.07,0.07,79,80,-0.05,0.05,0.05,default
634,edge_lig_28964-2_lig_10597-1_run3_protein,-10.73,0.19,0.15,-10.92,0.13,0.27,80,80,0.6,0.6,0.08,default
635,edge_lig_28964-2_lig_10597-1_run3_water,-11.13,0.14,0.22,-11.15,0.1,0.08,70,80,-0.03,0.03,0.05,default
636,edge_lig_28964-2_lig_29059-4_run1_protein,-10.21,0.39,0.33,-9.63,0.21,1.37,80,80,0.96,0.96,0.01,default
637,edge_lig_28964-2_lig_29059-4_run1_water,-6.02,0.33,0.35,-6.18,0.61,0.37,56,80,-0.35,0.35,0.16,default
638,edge_lig_28964-2_lig_29059-4_run2_protein,-10.19,0.37,0.38,-9.99,0.64,0.63,74,80,-0.01,0.01,0.36,default
639,edge_lig_28964-2_lig_29059-4_run2_water,-5.96,0.35,0.34,-5.88,0.63,0.41,53,79,-0.43,0.43,0.14,default
640,edge_lig_28964-2_lig_29059-4_run3_protein,-8.55,0.49,0.49,-8.04,0.66,0.55,80,80,-0.19,0.19,0.42,default
641,edge_lig_28964-2_lig_29059-4_run3_water,-4.46,0.29,0.31,-4.26,0.31,0.45,57,80,0.35,0.35,0.25,default
594,edge_lig_25532-2_lig_29059-4_run1_protein,-22.62,0.33,0.36,-22.83,0.52,0.61,80,80,0.26,0.26,0.32,default
595,edge_lig_25532-2_lig_29059-4_run1_water,-18.63,0.16,0.17,-18.61,0.21,0.2,79,80,-0.1,0.1,0.10,default
596,edge_lig_25532-2_lig_29059-4_run2_protein,-21.18,0.21,0.17,-21.48,0.25,0.2,80,80,-0.26,0.26,0.09,default
597,edge_lig_25532-2_lig_29059-4_run2_water,-18.99,0.19,0.17,-19.18,0.19,0.19,78,80,0.01,0.01,0.11,default
598,edge_lig_25532-2_lig_29059-4_run3_protein,-18.95,0.23,0.2,-18.83,0.27,0.23,80,80,-0.18,0.18,0.10,default
599,edge_lig_25532-2_lig_29059-4_run3_water,-18.48,0.17,0.15,-18.62,0.18,0.16,78,80,-0.14,0.14,0.08,default
1308,edge_lig_9790-1_lig_29059-4_run1_protein,-14.72,0.42,0.41,-14.44,0.31,0.83,72,66,0.78,0.78,0.06,default
1309,edge_lig_9790-1_lig_29059-4_run1_water,-10.86,0.21,0.24,-10.95,0.26,0.24,80,78,-0.14,0.14,0.13,default
1310,edge_lig_9790-1_lig_29059-4_run2_protein,-13.54,0.47,0.46,-12.05,0.36,3.34,68,65,0.99,0.99,0.01,default
1311,edge_lig_9790-1_lig_29059-4_run2_water,-11.08,0.18,0.21,-11.18,0.26,0.24,80,78,0.04,0.04,0.14,default
1312,edge_lig_9790-1_lig_29059-4_run3_protein,-13.29,0.36,0.49,-12.42,0.23,0.55,80,66,0.72,0.72,0.07,default
1313,edge_lig_9790-1_lig_29059-4_run3_water,-10.52,0.24,0.17,-10.41,0.2,0.22,80,78,0.1,0.1,0.12,default
1158,edge_lig_5688-1_lig_41520-2_run1_protein,-0.72,0.42,0.4,-0.08,0.26,1.6,80,80,0.97,0.97,0.01,default
1159,edge_lig_5688-1_lig_41520-2_run1_water,-1.24,0.32,0.27,-2.17,0.36,0.49,80,80,0.24,0.24,0.33,default
1160,edge_lig_5688-1_lig_41520-2_run2_protein,0.59,0.49,0.48,1.51,0.48,0.67,80,80,0.63,0.63,0.09,default
1161,edge_lig_5688-1_lig_41520-2_run2_water,-2.34,0.27,0.26,-2.31,0.15,0.29,80,80,0.51,0.51,0.06,default
1162,edge_lig_5688-1_lig_41520-2_run3_protein,0.52,0.47,0.38,-0.44,0.3,0.8,80,80,0.76,0.76,0.09,default
1163,edge_lig_5688-1_lig_41520-2_run3_water,-2.27,0.33,0.3,-2.35,0.26,0.34,80,80,0.27,0.27,0.14,default
834,edge_lig_39207-1_lig_5035-1_run1_protein,10.11,0.33,0.31,9.85,0.41,0.37,80,80,0.04,0.04,0.25,default
835,edge_lig_39207-1_lig_5035-1_run1_water,7.98,0.16,0.18,7.96,0.17,0.21,80,80,0.1,0.1,0.15,default
836,edge_lig_39207-1_lig_5035-1_run2_protein,8.95,0.35,0.33,8.76,0.55,0.49,80,80,-0.19,0.19,0.31,default
837,edge_lig_39207-1_lig_5035-1_run2_water,7.97,0.17,0.16,7.97,0.18,0.19,77,80,-0.04,0.04,0.11,default
838,edge_lig_39207-1_lig_5035-1_run3_protein,12.04,0.43,0.3,11.08,0.23,1.16,80,80,0.93,0.93,0.03,default
839,edge_lig_39207-1_lig_5035-1_run3_water,8.16,0.2,0.17,8.17,0.18,0.17,80,80,-0.01,0.01,0.10,default
840,edge_lig_39207-1_lig_9953-1_run1_protein,35.63,0.33,0.33,35.47,0.17,0.73,80,80,0.89,0.89,0.04,default
841,edge_lig_39207-1_lig_9953-1_run1_water,34.56,0.2,0.18,34.75,0.19,0.3,80,80,0.39,0.39,0.16,default
842,edge_lig_39207-1_lig_9953-1_run2_protein,31.75,0.39,0.3,31.87,0.36,0.42,80,80,0.25,0.25,0.18,default
843,edge_lig_39207-1_lig_9953-1_run2_water,34.73,0.18,0.16,34.56,0.13,0.21,80,80,0.31,0.31,0.10,default
844,edge_lig_39207-1_lig_9953-1_run3_protein,33.56,0.35,0.35,33.7,0.45,0.74,80,80,0.52,0.52,0.17,default
845,edge_lig_39207-1_lig_9953-1_run3_water,35.56,0.15,0.16,35.56,0.2,0.2,80,80,0.1,0.1,0.10,default
462,edge_lig_2114-1_lig_11937-1_run1_protein,11.34,0.24,0.24,11.24,0.26,0.27,80,80,-0.0,0.0,0.13,default
463,edge_lig_2114-1_lig_11937-1_run1_water,11.74,0.16,0.15,11.74,0.17,0.13,79,72,-0.3,0.3,0.07,default
464,edge_lig_2114-1_lig_11937-1_run2_protein,10.66,0.3,0.34,11.16,0.26,0.43,80,80,0.44,0.44,0.12,default
465,edge_lig_2114-1_lig_11937-1_run2_water,10.9,0.11,0.12,10.81,0.15,0.13,79,74,-0.12,0.12,0.08,default
466,edge_lig_2114-1_lig_11937-1_run3_protein,12.24,0.24,0.22,12.24,0.27,0.29,80,80,0.1,0.1,0.18,default
467,edge_lig_2114-1_lig_11937-1_run3_water,11.78,0.15,0.16,11.61,0.12,0.1,77,80,-0.27,0.27,0.05,default
582,edge_lig_25532-2_lig_11937-1_run1_protein,-10.95,0.3,0.41,-11.78,0.15,0.83,80,80,0.93,0.93,0.02,default
583,edge_lig_25532-2_lig_11937-1_run1_water,-10.65,0.25,0.22,-10.62,0.17,0.23,79,80,0.32,0.32,0.10,default
584,edge_lig_25532-2_lig_11937-1_run2_protein,-14.38,0.23,0.2,-14.4,0.24,0.24,80,80,-0.12,0.12,0.15,default
585,edge_lig_25532-2_lig_11937-1_run2_water,-10.82,0.26,0.2,-10.64,0.28,0.3,80,80,0.15,0.15,0.15,default
586,edge_lig_25532-2_lig_11937-1_run3_protein,-9.36,0.21,0.23,-9.47,0.21,0.29,80,80,0.28,0.28,0.18,default
587,edge_lig_25532-2_lig_11937-1_run3_water,-10.08,0.18,0.16,-10.0,0.2,0.2,79,80,-0.06,0.06,0.11,default
222,edge_lig_11937-1_lig_35689-6_run1_protein,7.57,0.16,0.16,8.17,0.16,0.14,80,80,-0.03,0.03,0.09,default
223,edge_lig_11937-1_lig_35689-6_run1_water,4.72,0.12,0.12,4.62,0.14,0.14,80,79,-0.02,0.02,0.08,default
224,edge_lig_11937-1_lig_35689-6_run2_protein,8.66,0.19,0.19,8.45,0.18,0.24,80,80,0.34,0.34,0.13,default
225,edge_lig_11937-1_lig_35689-6_run2_water,5.21,0.13,0.15,5.17,0.15,0.17,79,74,0.12,0.12,0.11,default
226,edge_lig_11937-1_lig_35689-6_run3_protein,9.51,0.21,0.23,9.17,0.25,0.31,80,80,0.28,0.28,0.14,default
227,edge_lig_11937-1_lig_35689-6_run3_water,4.63,0.1,0.09,4.62,0.1,0.12,80,74,0.21,0.21,0.08,default
90,edge_lig_10358-1_lig_5834-1_run1_protein,-1.08,0.28,0.22,-0.99,0.17,0.48,80,74,0.78,0.78,0.04,default
91,edge_lig_10358-1_lig_5834-1_run1_water,-1.01,0.23,0.19,-1.11,0.15,0.11,57,40,-0.31,0.31,0.07,default
92,edge_lig_10358-1_lig_5834-1_run2_protein,-0.09,0.24,0.23,-0.34,0.26,0.3,80,66,0.2,0.2,0.13,default
93,edge_lig_10358-1_lig_5834-1_run2_water,-0.64,0.15,0.13,-0.64,0.12,0.09,68,54,-0.4,0.4,0.05,default
94,edge_lig_10358-1_lig_5834-1_run3_protein,-3.75,0.29,0.25,-3.87,0.33,0.39,76,65,0.15,0.15,0.21,default
95,edge_lig_10358-1_lig_5834-1_run3_water,-0.03,0.2,0.2,-0.36,0.14,0.1,57,57,-0.34,0.34,0.06,default
480,edge_lig_2114-1_lig_5834-1_run1_protein,23.76,0.17,0.16,23.74,0.18,0.2,80,80,0.05,0.05,0.10,default
481,edge_lig_2114-1_lig_5834-1_run1_water,24.96,0.21,0.21,24.84,0.29,0.29,80,80,-0.08,0.08,0.17,default
482,edge_lig_2114-1_lig_5834-1_run2_protein,23.55,0.15,0.19,23.54,0.21,0.23,80,80,0.04,0.04,0.14,default
483,edge_lig_2114-1_lig_5834-1_run2_water,27.11,0.16,0.18,26.9,0.19,0.12,80,80,-0.61,0.61,0.04,default
484,edge_lig_2114-1_lig_5834-1_run3_protein,23.91,0.21,0.24,24.08,0.27,0.34,80,80,0.21,0.21,0.20,default
485,edge_lig_2114-1_lig_5834-1_run3_water,27.46,0.2,0.22,27.39,0.22,0.12,80,80,-0.61,0.61,0.04,default
1224,edge_lig_5834-1_lig_35689-6_run1_protein,-3.76,0.24,0.25,-4.0,0.18,0.6,80,79,0.86,0.86,0.03,default
1225,edge_lig_5834-1_lig_35689-6_run1_water,-6.23,0.21,0.19,-6.42,0.18,0.16,70,59,-0.24,0.24,0.09,default
272,edge_lig_5834-1_lig_35689-6_run2_protein,-5.9,0.22,0.21,-5.79,0.22,0.44,67,67,0.48,0.48,0.27,05fs
273,edge_lig_5834-1_lig_35689-6_run2_water,-9.37,0.43,0.43,-8.4,0.2,0.13,80,80,-0.74,0.74,0.03,05fs
274,edge_lig_5834-1_lig_35689-6_run3_protein,-3.23,0.31,0.33,-3.03,0.34,0.51,50,56,0.3,0.3,0.30,05fs
275,edge_lig_5834-1_lig_35689-6_run3_water,-8.88,0.6,0.57,-8.58,0.25,0.14,80,80,-0.74,0.74,0.03,05fs
1314,edge_lig_9790-1_lig_5834-1_run1_protein,0.22,0.18,0.2,0.23,0.2,0.23,65,79,0.15,0.15,0.13,default
1315,edge_lig_9790-1_lig_5834-1_run1_water,1.49,0.14,0.15,1.46,0.09,0.09,71,78,-0.15,0.15,0.04,default
1316,edge_lig_9790-1_lig_5834-1_run2_protein,0.58,0.17,0.18,0.48,0.15,0.22,80,75,0.35,0.35,0.09,default
1317,edge_lig_9790-1_lig_5834-1_run2_water,1.44,0.12,0.1,1.67,0.12,0.09,80,76,-0.16,0.16,0.06,default
1318,edge_lig_9790-1_lig_5834-1_run3_protein,-0.24,0.11,0.11,-0.25,0.14,0.12,66,80,0.06,0.06,0.08,default
1319,edge_lig_9790-1_lig_5834-1_run3_water,1.71,0.14,0.17,1.67,0.09,0.08,78,74,-0.15,0.15,0.05,default
822,edge_lig_38017-1_lig_22326-1_run1_protein,-6.92,0.11,0.09,-6.89,0.1,0.13,80,80,0.22,0.22,0.07,default
823,edge_lig_38017-1_lig_22326-1_run1_water,-8.4,0.1,0.12,-8.37,0.12,0.14,79,79,0.05,0.05,0.10,default
824,edge_lig_38017-1_lig_22326-1_run2_protein,-7.18,0.13,0.1,-7.15,0.09,0.15,80,80,0.38,0.38,0.08,default
825,edge_lig_38017-1_lig_22326-1_run2_water,-8.67,0.09,0.1,-8.71,0.12,0.12,78,80,0.02,0.02,0.09,default
196,edge_lig_38017-1_lig_22326-1_run3_protein,-7.33,0.13,0.12,-7.36,0.12,0.16,60,64,0.27,0.27,0.07,05fs
197,edge_lig_38017-1_lig_22326-1_run3_water,-8.9,0.08,0.1,-8.98,0.1,0.1,80,80,0.02,0.02,0.07,05fs
774,edge_lig_33140-1_lig_22326-1_run1_protein,52.41,0.43,0.6,52.27,1.03,0.56,79,80,-0.39,0.39,0.31,default
775,edge_lig_33140-1_lig_22326-1_run1_water,53.12,0.13,0.12,53.08,0.18,0.16,80,80,-0.08,0.08,0.13,default
776,edge_lig_33140-1_lig_22326-1_run2_protein,55.05,0.5,0.48,54.09,0.54,3.78,80,80,0.99,0.99,0.01,default
777,edge_lig_33140-1_lig_22326-1_run2_water,53.51,0.15,0.17,53.61,0.16,0.18,77,80,0.17,0.17,0.13,default
778,edge_lig_33140-1_lig_22326-1_run3_protein,51.76,0.5,0.46,51.53,0.3,6.87,80,80,1.0,1.0,0.00,default
779,edge_lig_33140-1_lig_22326-1_run3_water,53.86,0.15,0.13,53.87,0.13,0.19,72,80,0.35,0.35,0.10,default
54,edge_lig_10358-1_lig_16174-1_run1_protein,17.66,0.36,0.32,17.38,0.38,0.45,80,80,0.25,0.25,0.26,default
55,edge_lig_10358-1_lig_16174-1_run1_water,17.52,0.18,0.15,17.48,0.15,0.19,80,80,0.13,0.13,0.11,default
56,edge_lig_10358-1_lig_16174-1_run2_protein,16.79,0.33,0.35,16.36,0.21,0.6,80,80,0.78,0.78,0.05,default
57,edge_lig_10358-1_lig_16174-1_run2_water,17.69,0.18,0.15,17.61,0.18,0.18,80,80,0.14,0.14,0.11,default
58,edge_lig_10358-1_lig_16174-1_run3_protein,15.97,0.24,0.3,15.92,0.28,0.31,80,80,0.0,0.0,0.17,default
59,edge_lig_10358-1_lig_16174-1_run3_water,18.52,0.2,0.21,18.54,0.2,0.27,80,80,0.3,0.3,0.16,default
1140,edge_lig_5688-1_lig_16174-1_run1_protein,26.45,0.44,0.52,26.29,0.93,0.64,77,64,-0.41,0.41,0.45,default
1141,edge_lig_5688-1_lig_16174-1_run1_water,25.93,0.18,0.19,26.24,0.2,0.18,64,46,-0.21,0.21,0.09,default
1142,edge_lig_5688-1_lig_16174-1_run2_protein,26.9,0.45,0.58,25.69,0.42,0.77,78,72,0.69,0.69,0.07,default
1143,edge_lig_5688-1_lig_16174-1_run2_water,26.07,0.22,0.19,26.01,0.23,0.21,56,31,-0.19,0.19,0.12,default
1144,edge_lig_5688-1_lig_16174-1_run3_protein,25.89,0.41,0.55,25.28,0.58,0.49,72,54,-0.2,0.2,0.24,default
1145,edge_lig_5688-1_lig_16174-1_run3_water,25.97,0.17,0.18,26.08,0.25,0.21,70,51,-0.16,0.16,0.12,default
306,edge_lig_16174-1_lig_9953-1_run1_protein,10.81,0.24,0.21,10.65,0.22,0.22,80,80,-0.16,0.16,0.10,default
307,edge_lig_16174-1_lig_9953-1_run1_water,8.59,0.17,0.18,8.29,0.16,0.18,80,80,0.17,0.17,0.09,default
308,edge_lig_16174-1_lig_9953-1_run2_protein,10.06,0.25,0.28,9.96,0.44,0.31,80,80,-0.32,0.32,0.14,default
309,edge_lig_16174-1_lig_9953-1_run2_water,8.91,0.15,0.14,8.8,0.14,0.15,80,80,0.09,0.09,0.08,default
310,edge_lig_16174-1_lig_9953-1_run3_protein,10.37,0.29,0.26,10.4,0.32,0.31,80,80,0.05,0.05,0.14,default
311,edge_lig_16174-1_lig_9953-1_run3_water,9.38,0.17,0.16,9.04,0.13,0.12,80,73,-0.19,0.19,0.06,default
12,edge_lig_10106-8_lig_29062-4_run1_protein,-5.21,0.55,0.59,-4.09,0.56,1.0,61,47,0.83,0.83,0.05,05fs
13,edge_lig_10106-8_lig_29062-4_run1_water,-7.21,0.28,0.27,-7.19,0.29,0.15,80,80,-0.71,0.71,0.03,05fs
14,edge_lig_10106-8_lig_29062-4_run2_protein,-5.35,0.33,0.3,-5.33,0.39,0.38,64,68,0.1,0.1,0.19,05fs
15,edge_lig_10106-8_lig_29062-4_run2_water,-10.54,0.95,0.96,-8.06,0.27,0.17,76,80,-0.81,0.81,0.02,05fs
22,edge_lig_10106-8_lig_29062-4_run3_protein,-5.29,0.33,0.34,-4.88,0.33,0.32,77,74,0.03,0.03,0.13,default
23,edge_lig_10106-8_lig_29062-4_run3_water,-2.1,0.32,0.34,-2.42,0.48,0.38,74,79,-0.21,0.21,0.21,default
6,edge_lig_10106-8_lig_23270-1_run1_protein,53.44,0.22,0.21,54.31,0.23,0.16,66,66,-0.42,0.42,0.07,05fs
7,edge_lig_10106-8_lig_23270-1_run1_water,52.87,0.26,0.29,53.83,0.36,0.2,80,80,-0.88,0.88,0.02,05fs
8,edge_lig_10106-8_lig_23270-1_run2_protein,54.06,0.35,0.32,53.96,0.31,0.19,45,45,-0.7,0.7,0.03,05fs
9,edge_lig_10106-8_lig_23270-1_run2_water,52.35,0.29,0.3,53.08,0.36,0.23,80,80,-0.92,0.92,0.01,05fs
16,edge_lig_10106-8_lig_23270-1_run3_protein,53.66,0.23,0.27,53.8,0.26,0.14,73,75,-0.71,0.71,0.03,default
17,edge_lig_10106-8_lig_23270-1_run3_water,55.37,0.26,0.25,55.24,0.18,0.12,67,74,-0.69,0.69,0.03,default
0,edge_lig_10106-8_lig_20061-3_run1_protein,-3.85,0.34,0.36,-3.91,0.4,0.44,45,45,0.14,0.14,0.21,05fs
1,edge_lig_10106-8_lig_20061-3_run1_water,-0.72,0.21,0.2,-0.69,0.24,0.24,80,80,0.02,0.02,0.13,05fs
8,edge_lig_10106-8_lig_20061-3_run2_protein,-2.65,0.3,0.25,-2.85,0.29,0.26,80,16,-0.15,0.15,0.12,default
9,edge_lig_10106-8_lig_20061-3_run2_water,-1.99,0.2,0.2,-2.0,0.25,0.27,80,73,0.03,0.03,0.15,default
10,edge_lig_10106-8_lig_20061-3_run3_protein,-3.31,0.38,0.3,-3.48,0.42,0.41,80,23,-0.08,0.08,0.17,default
11,edge_lig_10106-8_lig_20061-3_run3_water,-0.56,0.45,0.51,-0.95,0.4,0.34,80,10,-0.24,0.24,0.20,default
30,edge_lig_10106-8_lig_5035-1_run1_protein,-1.27,0.59,0.65,-1.96,0.4,7.54,80,80,1.0,1.0,0.00,default
31,edge_lig_10106-8_lig_5035-1_run1_water,-3.05,0.29,0.33,-3.26,0.27,0.41,80,80,0.34,0.34,0.22,default
32,edge_lig_10106-8_lig_5035-1_run2_protein,-2.83,0.42,0.49,-2.91,0.47,0.56,80,80,0.48,0.48,0.08,default
33,edge_lig_10106-8_lig_5035-1_run2_water,-2.52,0.29,0.33,-3.28,0.4,0.43,80,80,0.02,0.02,0.27,default
34,edge_lig_10106-8_lig_5035-1_run3_protein,-1.02,0.48,0.44,-1.59,0.47,0.68,80,80,0.51,0.51,0.16,default
35,edge_lig_10106-8_lig_5035-1_run3_water,-3.1,0.29,0.25,-2.73,0.28,0.35,80,80,0.2,0.2,0.19,default
0,edge_lig_10106-8_lig_18506-4_run1_protein,-9.13,0.15,0.13,-9.09,0.14,0.16,80,69,0.09,0.09,0.07,default
1,edge_lig_10106-8_lig_18506-4_run1_water,-8.79,0.1,0.11,-8.85,0.09,0.08,76,79,-0.08,0.08,0.05,default
2,edge_lig_10106-8_lig_18506-4_run2_protein,-9.77,0.15,0.15,-9.73,0.15,0.17,80,79,0.13,0.13,0.10,default
3,edge_lig_10106-8_lig_18506-4_run2_water,-9.0,0.21,0.21,-9.08,0.1,0.09,69,61,-0.26,0.26,0.05,default
4,edge_lig_10106-8_lig_18506-4_run3_protein,-9.72,0.13,0.12,-9.75,0.12,0.15,80,78,0.18,0.18,0.07,default
5,edge_lig_10106-8_lig_18506-4_run3_water,-8.46,0.09,0.09,-8.46,0.1,0.11,80,79,0.12,0.12,0.07,default
18,edge_lig_10106-8_lig_31007-3_run1_protein,2.33,0.25,0.27,2.16,0.24,0.17,80,79,-0.41,0.41,0.06,05fs
19,edge_lig_10106-8_lig_31007-3_run1_water,1.7,0.21,0.24,1.35,0.29,0.17,80,80,-0.86,0.86,0.02,05fs
20,edge_lig_10106-8_lig_31007-3_run2_protein,-1.44,0.29,0.35,-0.95,0.33,0.34,80,80,0.06,0.06,0.23,05fs
21,edge_lig_10106-8_lig_31007-3_run2_water,3.22,0.24,0.27,3.32,0.36,0.3,80,79,-0.95,0.95,0.01,05fs
22,edge_lig_10106-8_lig_31007-3_run3_protein,-0.22,0.24,0.21,-0.13,0.29,0.25,80,80,-0.13,0.13,0.13,05fs
23,edge_lig_10106-8_lig_31007-3_run3_water,2.72,0.18,0.15,2.59,0.2,0.11,80,80,-0.62,0.62,0.04,05fs
378,edge_lig_20057-1_lig_8924-1_run1_protein,-7.24,0.2,0.23,-6.99,0.3,0.43,80,80,0.4,0.4,0.15,default
379,edge_lig_20057-1_lig_8924-1_run1_water,-6.05,0.19,0.2,-5.95,0.11,0.08,77,80,-0.32,0.32,0.05,default
380,edge_lig_20057-1_lig_8924-1_run2_protein,-7.37,0.19,0.15,-6.74,0.18,0.12,80,80,-0.35,0.35,0.06,default
381,edge_lig_20057-1_lig_8924-1_run2_water,-6.42,0.11,0.09,-6.63,0.09,0.09,78,78,-0.11,0.11,0.06,default
382,edge_lig_20057-1_lig_8924-1_run3_protein,-6.71,0.2,0.3,-6.22,0.3,0.42,80,80,0.22,0.22,0.21,default
383,edge_lig_20057-1_lig_8924-1_run3_water,-6.68,0.12,0.13,-6.8,0.11,0.09,78,77,-0.15,0.15,0.06,default
588,edge_lig_25532-2_lig_20057-1_run1_protein,2.28,0.22,0.21,2.56,0.28,0.28,80,80,0.07,0.07,0.14,default
589,edge_lig_25532-2_lig_20057-1_run1_water,0.87,0.15,0.15,0.95,0.2,0.18,80,80,-0.01,0.01,0.11,default
590,edge_lig_25532-2_lig_20057-1_run2_protein,0.67,0.2,0.25,1.35,0.17,0.11,80,80,-0.36,0.36,0.07,default
591,edge_lig_25532-2_lig_20057-1_run2_water,0.83,0.15,0.17,0.85,0.22,0.18,80,80,-0.17,0.17,0.10,default
592,edge_lig_25532-2_lig_20057-1_run3_protein,3.64,0.24,0.26,2.95,0.16,0.42,80,80,0.72,0.72,0.05,default
593,edge_lig_25532-2_lig_20057-1_run3_water,0.92,0.16,0.19,0.79,0.19,0.21,79,79,0.11,0.11,0.12,default
384,edge_lig_20057-1_lig_8924-3_run1_protein,-13.67,0.28,0.26,-13.38,0.34,0.66,80,80,0.67,0.67,0.16,default
385,edge_lig_20057-1_lig_8924-3_run1_water,-14.27,0.09,0.09,-14.27,0.1,0.11,78,80,0.08,0.08,0.07,default
386,edge_lig_20057-1_lig_8924-3_run2_protein,-15.66,0.1,0.13,-15.98,0.09,0.11,80,80,0.1,0.1,0.07,default
387,edge_lig_20057-1_lig_8924-3_run2_water,-13.56,0.12,0.1,-13.66,0.09,0.08,80,69,-0.38,0.38,0.04,default
388,edge_lig_20057-1_lig_8924-3_run3_protein,-14.83,0.17,0.15,-14.75,0.17,0.2,80,80,0.23,0.23,0.12,default
389,edge_lig_20057-1_lig_8924-3_run3_water,-14.5,0.08,0.08,-14.63,0.1,0.09,78,80,-0.04,0.04,0.07,default
690,edge_lig_29062-4_lig_18506-4_run1_protein,-5.32,0.33,0.29,-5.42,0.53,0.55,80,78,0.01,0.01,0.46,default
691,edge_lig_29062-4_lig_18506-4_run1_water,-6.22,0.15,0.13,-6.21,0.18,0.17,80,78,0.0,0.0,0.10,default
134,edge_lig_29062-4_lig_18506-4_run2_protein,-5.93,0.19,0.17,-5.92,0.19,0.21,80,80,0.13,0.13,0.11,05fs
135,edge_lig_29062-4_lig_18506-4_run2_water,-5.79,0.14,0.15,-5.68,0.15,0.14,80,80,-0.03,0.03,0.09,05fs
694,edge_lig_29062-4_lig_18506-4_run3_protein,-5.65,0.24,0.19,-5.63,0.29,0.26,80,80,-0.13,0.13,0.16,default
695,edge_lig_29062-4_lig_18506-4_run3_water,-6.25,0.13,0.16,-6.17,0.16,0.16,80,78,0.08,0.08,0.10,default
642,edge_lig_28964-2_lig_29062-4_run1_protein,-9.29,0.37,0.32,-8.61,0.32,1.26,80,80,0.91,0.91,0.03,default
643,edge_lig_28964-2_lig_29062-4_run1_water,-5.99,0.15,0.15,-6.06,0.19,0.15,59,72,-0.15,0.15,0.07,default
644,edge_lig_28964-2_lig_29062-4_run2_protein,-8.31,0.22,0.21,-8.25,0.24,0.19,70,80,-0.17,0.17,0.09,default
645,edge_lig_28964-2_lig_29062-4_run2_water,-6.19,0.17,0.17,-6.29,0.18,0.17,55,64,-0.09,0.09,0.09,default
646,edge_lig_28964-2_lig_29062-4_run3_protein,-6.08,0.32,0.26,-5.58,0.32,0.56,80,80,0.5,0.5,0.17,default
647,edge_lig_28964-2_lig_29062-4_run3_water,-5.79,0.16,0.18,-5.9,0.22,0.18,59,70,-0.22,0.22,0.10,default
180,edge_lig_11063-2_lig_5035-1_run1_protein,0.07,0.52,0.51,0.17,0.28,0.69,78,15,0.78,0.78,0.04,default
181,edge_lig_11063-2_lig_5035-1_run1_water,0.55,0.18,0.16,0.58,0.18,0.16,75,56,-0.26,0.26,0.09,default
182,edge_lig_11063-2_lig_5035-1_run2_protein,0.27,0.21,0.2,0.08,0.21,0.22,80,80,0.08,0.08,0.10,default
